Source,Target,Id,duplicate,UMich,ASU,IUB,IUPUI,Dist2Air,MASS,Seats0Stop,Seats1Stop,Seats2Stop,Seats3Stop,Lines0Stop,Lines1Stop,Lines2Stop,Lines3Stop,GeoDist,CollabPaper
"n0","n11","e7",1,1,,,,34.02049905624462,15438.0,120.0,1641.8380334319418,5987.398115943946,177667.60280389423,1.0,12.704699910719626,42.4830665649157,226.23807901710268,505.65458303933565,110.0
"n0","n12","e8",1,1,,,,5.196791749232078,57997.0,0.0,1876.7013614318075,8545.746925687625,374163.9621807689,0.0,6.708203932499369,32.04705699260225,215.61307671757532,9444.418895862778,232.0
"n0","n13","e9",1,1,,,,6.963075536652132,91163.0,545.0,4405.207189202599,12636.725399425035,418708.68523113645,4.0,29.238858928247925,79.7950490386711,396.99802809940473,472.14365778853823,1537.0
"n0","n14","e10",1,1,,,,5.115041473563197,11060.0,0.0,1097.160377722621,4526.214337700387,149599.47797834655,0.0,8.246211251235321,32.340745803832334,184.99385447876884,818.7172213801008,159.0
"n0","n15","e1205",1,1,,,,6.592484912307649,12232.0,0.0,838.7088290938638,3752.8118727720325,128441.38740461726,0.0,6.4031242374328485,26.847350981946605,160.7903972610211,915.758088106797,86.0
"n0","n16","e2131",1,1,,,,15.163535219163911,11039.0,131.33333333333334,2419.3814546707226,8140.51137942517,235048.32608229533,1.0,17.703293088490067,56.124732938679514,284.7252101970017,608.0392924443786,223.0
"n0","n17","e2137",1,1,,,,6.331103609039423,24367.0,282.0,2731.974384786729,8891.158960455989,247074.83372788935,2.0,20.303005217723125,61.164325288316526,300.7690418927321,452.4020772799032,370.0
"n0","n18","e18",1,1,,,,34.16208689013186,20492.0,0.0,0.0,1127.6296516115583,10128.847081285245,0.0,0.0,6.603854497789253,60.46680122463721,3941.79045552473,81.0
"n0","n19","e19",1,1,,,,8.662715059128198,19550.0,0.0,659.7120584012391,3620.1755850400723,120219.68311571999,0.0,3.605551275463989,20.382333261335113,143.9218406161115,4309.689295684626,49.0
"n0","n20","e21",1,1,,,,2.6612852804763323,201693.0,395.66666666666663,4513.244613327228,13192.69734725086,465287.306324256,3.0,28.45584412271571,79.68891804940515,402.6861278506576,647.7704960555637,3433.0
"n0","n21","e22",1,1,,,,9.753793378205762,24324.0,124.0,944.0827397281325,3829.6201633095543,127159.19110426404,1.0,7.082762530298219,27.47822480436499,156.92102891244048,489.4254992419029,313.0
"n0","n22","e27",1,1,,,,11.196874620903067,94661.0,183.0,5265.889714730824,15258.121739479604,723397.9466900307,1.0,27.49528259898354,80.97170392049387,445.80544493095147,2051.4528138757087,1655.0
"n0","n23","e30",1,1,,,,10.209368886559474,25010.0,1133.3333333333335,8396.300367293275,21113.463679167893,1535854.8732439377,9.0,50.44876355212541,122.43326381649615,805.0838898984973,522.9347472215117,2819.0
"n0","n24","e32",1,1,,,,8.56527483259585,74546.0,386.0,3224.2452053748516,9870.781671601671,284085.8062432284,3.0,22.949937343260004,66.46369526747603,322.18605187336766,426.6302432302605,1363.0
"n0","n25","e33",1,1,,,,12.4232721614162,40829.0,258.0,2796.304265427785,9027.132913254609,255398.48213193516,2.0,20.867962264113206,62.649137062918,310.1775355559994,422.5990083959311,705.0
"n0","n26","e34",1,1,,,,14.156386012674206,137876.0,851.25,5652.833877496975,16032.99882663972,777145.1720795248,3.0,25.715633383201094,75.41975259478387,426.6124843207779,3961.476111572425,690.0
"n0","n27","e36",1,1,,,,13.209797339744846,26321.0,0.0,1926.3302820533024,7237.498271367018,216261.4286407723,0.0,12.569805089976535,45.70758228970616,246.58881057090616,1998.568963852448,400.0
"n0","n28","e38",1,1,,,,15.444094799482226,103052.0,881.0,6694.423483641866,17474.86202164447,876899.6511908993,7.0,43.09709129556009,107.95888838677129,617.3497567271912,201.0273094619485,1982.0
"n0","n29","e39",1,1,,,,7.566735665992522,5914.0,0.0,807.9990717816451,3595.6040791705814,125839.46506506646,0.0,6.324555320336759,26.34453535360357,156.3636539509026,615.7959960381831,72.0
"n0","n30","e757",1,1,,,,3.1565906926965037,123.0,0.0,418.33001326703777,2391.0418273302566,90313.16800057222,0.0,3.3166247903554,16.476389015951785,110.3905384658586,1064.2149051455533,174.0
"n0","n31","e42",1,1,,,,18.326422062433554,22298.0,120.0,1246.4890885697325,4805.510342153905,150392.50877471972,1.0,9.660254037844387,34.464051583259696,191.5862619711454,401.7222982792113,313.0
"n0","n32","e43",1,1,,,,7.937986137218989,31269.0,0.0,561.1761458460852,2789.75589242456,104258.15696049629,0.0,4.358898943540674,19.663771585255766,126.08439340092832,454.92318877760675,441.0
"n0","n33","e44",2,1,,,,4.881332934117698,17372.0,0.0,0.0,1245.545680949624,8813.437727574581,0.0,0.0,7.989569740454012,53.286425503194835,duplicatesAdam,deleted
"n0","n34","e45",1,1,,,,9.65922066815872,25381.0,120.0,2543.0537722744275,8505.881400773596,241999.08453195044,1.0,19.16590212458495,59.07841926614029,297.71580618031624,222.89891471116468,396.0
"n0","n35","e46",1,1,,,,19.49501564152531,161707.0,611.0,5327.451031731615,14722.301369764144,569805.5028123144,5.0,34.35983651180639,90.66976769757693,467.9617631866905,416.30302461143077,2534.0
"n0","n36","e47",1,1,,,,6.550002769916765,3499.0,0.0,868.5867832289414,3781.058586139609,131993.0173666381,0.0,6.557438524302,26.901486148827072,161.75207240164355,868.5035158271729,19.0
"n0","n37","e76",1,1,,,, , , , , , , , , ,no node match,merged,deleted
"n0","n38","e79",1,1,,,,6.555534546449471,17842.0,125.0,2163.5211646899543,7480.183680913418,214353.11460595948,1.0,16.329709716755893,52.627395671437704,269.60257820967496,217.66811266814452,255.0
"n0","n39","e80",1,1,,,,28.82568567469149,1491.0,0.0,783.7238033899442,3553.8854175541496,125425.42454738809,0.0,5.916079783099616,25.26690290463467,154.21457763160333,1076.3965963157766,23.0
"n0","n40","e83",1,1,,,,14.45805129914317,25012.0,0.0,517.4127945847493,3337.9818720085905,104791.6974223257,0.0,2.8284271247461903,18.390784316599277,134.41838159917222,3934.959088935704,137.0
"n0","n41","e85",1,1,,,,9.213359509581476,46028.0,0.0,2999.8184806195636,10849.96045486784,418142.24464114575,0.0,13.601470508735444,50.69885216027171,315.2290554139602,4345.693318080968,189.0
"n0","n42","e87",1,1,,,,8.905045396779801,17740.0,0.0,0.0,998.3812120506834,30893.055276065003,0.0,0.0,5.229321531755983,50.9498273217929,3976.4075589946356,122.0
"n0","n43","e92",1,1,,,,7.031343499772781,46001.0,184.11111111111111,3634.193318263734,11138.226092987028,349925.6379805808,1.0,24.302360395462088,71.5577977473883,361.34777278889334,510.6778723867458,626.0
"n0","n44","e98",1,1,,,,4.270820736892903,11732.0,0.0,2645.1708262416623,9627.907562697816,348023.3137027576,0.0,11.874342087037917,45.32902202327053,261.5311979224612,4444.639329086666,139.0
"n0","n45","e99",1,1,,,,8.105389575172419,39287.0,424.6666666666667,3514.8919139854875,10772.739820066136,316314.44921981974,2.0,21.339079605813716,64.5727096831679,322.2953282083343,1932.8886285579297,742.0
"n0","n46","e2633",1,1,,,,8.10188215454273,37766.0,0.0,2305.163639045562,8823.413157831226,289635.01833063696,0.0,10.862780491200215,43.28175022893754,270.74393749749044,4098.355600368297,219.0
"n0","n47","e1768",1,1,,,,4.937837506169984,12771.0,279.0,3277.996730621389,10205.103082294618,318510.3209501004,2.0,23.77154105707724,68.8517273051061,342.6452136993664,993.086148584686,232.0
"n0","n48","e195",1,1,,,,6.37376252521742,34008.0,120.0,2406.1193100973537,8230.443391357338,234194.48016163282,1.0,18.291616465790582,57.50543222624521,290.2810814296277,164.92610676045672,591.0
"n0","n49","e243",1,1,,,,15.567820167362433,72002.0,394.0,4587.348432717534,13177.498811454745,467789.5491837166,3.0,28.337718918639855,79.74405888362192,408.3035207005394,1079.4889428467382,946.0
"n0","n50","e1008",1,1,,,,13.973194608125922,18980.0,0.0,1532.3203673949301,6323.650148067934,203135.52992452914,0.0,8.426149773176359,35.06937570193434,223.57756663227468,4235.778396867549,49.0
"n0","n52","e112",1,1,,,,16.29582886326878,24591.0,522.0,5330.612592039149,14705.747526956577,628780.4037226463,4.0,32.425340807103794,87.86837409531391,463.20354879659214,968.5543458450948,576.0
"n0","n53","e115",1,1,,,,12.069402221117858,104059.0,491.0,6431.394590959113,17642.354472085743,1056785.2368100767,3.0,35.66496594212215,97.36653209769574,585.8426715024893,1943.1785723890725,2124.0
"n0","n54","e117",1,1,,,,39.376190540530324,7304.0,0.0,951.5705438904674,4675.146038657688,148919.0376016441,0.0,5.196152422706632,26.01469481302487,172.24673310883017,4154.715076917705,19.0
"n0","n55","e121",1,1,,,,7.723839273609398,33246.0,0.0,0.0,449.2150265617021,2693.724553571735,0.0,0.0,2.4101422641752297,14.380028460928251,6501.876872336152,86.0
"n0","n56","e122",1,1,,,,7.479919470079359,21303.0,0.0,1163.757706741399,4844.680604876574,152621.49562585758,0.0,9.16515138991168,34.47958019177315,195.64739780317643,404.4136002880946,343.0
"n0","n57","e2639",1,1,,,,7.140192920638117,14253.0,0.0,1047.2071587481312,4662.223961706573,148554.82726936621,0.0,5.477225575051661,25.213770381489606,164.00641629705854,4608.6000205613145,7.0
"n0","n58","e3306",1,1,,,,2.373550842291695,7713.0,0.0,270.7766607372208,1659.1843814867962,71965.35266416217,0.0,2.23606797749979,11.760474289308986,82.85674579633914,269.5462351177943,65.0
"n0","n59","e1202",1,1,,,,1.9587415399193064,9558.0,0.0,0.0,523.9150929284091,3361.81652774059,0.0,0.0,5.506878446387352,31.335112564286135,1283.3083823201462,134.0
"n0","n60","e596",1,1,,,,5.968198897765917,5133.0,454.0,3990.634706331959,11672.819653131868,370830.7944079998,3.0,26.958297101421877,75.71188438949247,375.1501613391368,512.2232127783918,57.0
"n0","n61","e3222",1,1,,,,9.942194720938897,999.0,0.0,621.0797050298778,3352.8769651432503,110643.25044244957,0.0,4.69041575982343,22.318590330089027,139.07325194920838,1271.0674730151159,29.0
"n0","n62","e132",1,1,,,,21.07106027803109,46737.0,0.0,2170.4006900928584,8439.739933315455,274539.1622502678,0.0,10.295630140987,41.360357885864694,259.8719338058746,4137.140064968163,187.0
"n0","n64","e485",1,1,,,,5.071074253615703,21938.0,148.5,2828.4061786541874,9342.096028317928,279520.3223793951,1.0,18.635192088548397,59.3369742931243,303.223187736359,1452.7824562706408,432.0
"n0","n65","e138",1,1,,,,10.867893576089735,15421.0,0.0,1291.7079778339994,6728.666909559791,242119.9406302727,0.0,4.69041575982343,26.47129847537197,172.97988862806056,8389.365513915549,36.0
"n0","n66","e139",1,1,,,,6.514018708072423,29577.0,0.0,1442.7631908944725,6109.28481096639,201348.7957197951,0.0,7.54983443527075,31.788199917391502,206.43629472926023,3506.7283149791383,130.0
"n0","n67","e140",1,1,,,,3.557243267411936,17220.0,0.0,690.778546279486,4069.1086880666,126094.60516561364,0.0,3.872983346207417,23.40459981933108,160.49088824115717,4507.317310205683,124.0
"n0","n68","e7400",1,1,,,,3.1070624574449575,5636.0,0.0,1369.0265397963133,5616.8068077645175,169860.24795373157,0.0,9.539392014169456,36.663647835527776,201.85827308447884,1878.71067638572,39.0
"n0","n69","e152",1,1,,,,17.021569114428107,13146.0,0.0,2923.6607047786288,11182.348080250082,640644.2177921693,0.0,9.273618495495704,40.2110573621572,284.0410181521649,8555.271926876585,82.0
"n0","n70","e966",1,1,,,,11.126193027123001,14753.0,0.0,584.6366392897387,2975.135851577881,107038.15784328111,0.0,4.69041575982343,20.852824151649042,133.93338212378913,505.302093043429,99.0
"n0","n71","e25372",1,1,,,,4.484558026934082,661.0,120.0,1082.0831564890843,4314.088208068761,139656.5882789223,1.0,8.348469228349535,30.867794189422703,176.3046623002854,359.20339977698205,3.0
"n0","n73","e448",1,1,,,,10.988714249620063,22499.0,0.0,2332.3982918161014,8359.430387609924,295220.4706251584,0.0,10.344080432788601,38.71209639976024,233.33401267540478,5552.0324532823115,90.0
"n0","n74","e2123",1,1,,,,14.805885242017016,44186.0,430.0,3395.8538540078694,10988.93791977426,412000.65542746376,2.0,14.806248474865697,50.065815316349365,292.49807127358247,5127.704548409496,196.0
"n0","n75","e970",1,1,,,,4.05624326436076,33200.0,0.0,1024.508513602715,4223.430839648716,143016.35161727524,0.0,7.615773105863909,30.704278972159173,176.51879257307553,876.2110993254578,349.0
"n0","n76","e778",1,1,,,,7.997123869945711,60804.0,1226.8416666666667,7435.032292824524,18800.626090202124,1067863.5017667506,8.0,49.30375285612676,119.51299074292099,760.5348252515097,590.6309437616347,854.0
"n0","n77","e174",1,1,,,,6.111287718483693,23229.0,0.0,342.227994179319,2112.5236764909596,81343.15691707823,0.0,2.8284271247461903,14.257735112988941,94.68591510709763,35.954320273183235,1349.0
"n0","n78","e968",1,1,,,,3.7295144991057496,9641.0,0.0,459.9057874536189,2401.0318965773113,94136.7506666191,0.0,3.605551275463989,17.0938813825331,113.75700344477445,677.0398646673547,129.0
"n0","n79","e177",1,1,,,,10.724208596661606,29981.0,0.0,2677.3367169322078,9837.550074638479,359590.36015938246,0.0,11.0,43.0055328974567,276.17575777927414,5314.371830292972,68.0
"n0","n80","e579",1,1,,,,5.975769550620605,19284.0,120.0,875.4929222405432,3698.9521606056096,121848.76899044804,1.0,6.656854249492381,26.47266313867289,155.2420286049864,48.912269204223335,692.0
"n0","n81","e939",1,1,,,,21.99543182976134,34161.0,0.0,1416.3562404988372,6413.32199628669,235460.79680452633,0.0,5.385164807134504,27.595273019433638,187.48165452993265,7105.383326610504,127.0
"n0","n82","e2416",1,1,,,,6.374725559161013,16363.0,0.0,924.3608602704899,4706.202349182335,153981.75803405204,0.0,4.0,21.62388286600098,144.79433465589298,7141.926806978819,65.0
"n0","n83","e6548",1,1,,,,5.811974968296956,10624.0,120.0,2029.4857030101064,7093.607865969902,205245.82511057763,1.0,15.66287829861518,50.3568081999085,259.55212192813224,297.85939230964755,76.0
"n0","n84","e963",1,1,,,,2.770234455844034,15575.0,0.0,108.38204033264304,713.5842644179836,44945.11697492865,0.0,1.4142135623730951,8.225498170062174,54.61035410816189,575.4628343592017,94.0
"n0","n85","e198",1,1,,,,9.525458349909206,12089.0,0.0,1151.5400919348547,5586.682097908887,169722.99203919581,0.0,6.082762530298219,30.122626834079224,192.9249225945317,5046.717007872657,33.0
"n0","n86","e199",1,1,,,,13.743821090514853,55292.0,0.0,1812.3938742876935,7033.351816437285,209956.5656868558,0.0,12.12435565298214,44.56867847037123,242.45516726630814,2047.1857908560812,844.0
"n0","n87","e201",1,1,,,,15.953625519387556,352.0,120.0,1326.7576392963088,5016.081846195819,156120.3039370414,1.0,10.219544457292887,35.916721495352405,199.2733727272942,398.9376863441221,11.0
"n0","n88","e202",1,1,,,,7.932105753703499,18803.0,0.0,1417.7134759887133,6104.099508577696,225882.28047446284,0.0,6.0,27.423742827374127,180.3241453863812,6658.9690585740445,98.0
"n0","n89","e204",1,1,,,,3.8082572747144154,19425.0,120.0,1711.8858836822026,6273.2862004367325,183046.04024314164,1.0,13.409673645990857,44.51476271094072,233.57072970947792,316.98780388481276,399.0
"n0","n90","e206",1,1,,,,9.39437759775641,18144.0,0.0,531.4052126202753,3973.7641018704535,120552.09288113673,0.0,2.8284271247461903,21.912084096728474,159.4435862208246,4081.4857022608244,186.0
"n0","n91","e209",1,1,,,,59.18906036370727,19552.0,131.33333333333334,2431.253906237247,8187.683263381071,234287.4292589757,1.0,18.146428199482248,57.01735807805575,288.03259019825236,208.05965416936357,225.0
"n0","n92","e211",1,1,,,,26.617373235702512,94371.0,0.0,2960.9732751430083,10640.259824420491,500407.14606876957,0.0,12.884098726725126,48.77497196886243,332.4121493179575,4846.9775676176305,367.0
"n0","n93","e216",1,1,,,,8.530190006477488,20165.0,0.0,926.9412063340371,4631.385691929743,149519.48925044105,0.0,4.69041575982343,25.024794158735855,169.0905510617149,4177.195001302833,55.0
"n0","n94","e222",1,1,,,,8.996669910469583,27112.0,0.0,1336.7209880898856,5874.063603231373,199322.50185547103,0.0,5.656854249492381,28.398770630437674,192.96684904918513,4451.4341593521385,100.0
"n0","n95","e228",1,1,,,,21.485008068458693,120.0,0.0,0.0,1060.6683598887682,9278.588959209379,0.0,0.0,5.838272460814002,51.515822115572156,5304.920835016263,7.0
"n0","n96","e233",1,1,,,,51.58817580527522,359.0,545.0,4405.207189202599,12636.725399425035,418708.68523113645,4.0,29.238858928247925,79.7950490386711,396.99802809940473,481.39636013935365,3.0
"n0","n97","e235",1,1,,,,15.88666479929897,133510.0,1080.0,4951.617373053971,14356.137971144184,690396.379860581,3.0,18.0,58.13082167578635,375.60401379172146,6619.484601376371,603.0
"n0","n98","e244",1,1,,,,10.720455737614746,60069.0,212.33333333333334,4255.377851672022,12762.688379285475,454407.7062797691,1.0,22.72556098240043,69.63515026733975,369.72499247434587,1901.7272678403658,1237.0
"n0","n99","e245",1,1,,,,24.04259638448128,10191.0,122.0,2178.0259415246255,7467.314795612972,217796.26211789562,1.0,15.798648586948742,51.267973407663895,263.20839693897847,590.4153590479108,195.0
"n0","n100","e1631",1,1,,,,10.289748351719787,11382.0,120.0,1837.2712123210667,6626.352085574879,191691.86295533564,1.0,14.30413469565007,47.09311572561616,244.8699970062379,688.7212183339462,181.0
"n0","n101","e1781",1,1,,,,6.85100867932376,10533.0,0.0,1419.881391760124,6185.374211550638,191870.8263431264,0.0,7.54983443527075,33.35708756897826,209.1180400000677,3738.697652136386,24.0
"n0","n102","e2974",1,1,,,,28.58430903868393,10732.0,0.0,1731.045926600447,6470.601011311696,241357.45296815698,0.0,7.0710678118654755,28.388982017264567,190.19994641984434,6386.511443514195,34.0
"n0","n103","e19967",1,1,,,,5.37355878437061,2635.0,0.0,571.7252642465415,2729.6141315271743,104998.85345681841,0.0,4.123105625617661,19.026184430262816,117.69905266053263,1512.0350307942076,23.0
"n0","n104","e264",1,1,,,,12.906753768404663,53469.0,127.5,2594.928564202912,8677.867630802844,246674.01764453383,1.0,19.0,59.174859490118706,299.19105306488075,232.4789043219437,925.0
"n0","n105","e1683",1,1,,,,16.959150578931254,11378.0,120.0,1739.439575841466,6288.638466473514,185289.14119854095,1.0,13.206555615733702,44.0920156917081,232.2714651207684,466.49935608887085,181.0
"n0","n106","e267",1,1,,,,14.770528060848402,4889.0,0.0,547.7499429484224,2775.5435608410216,103111.8073060138,0.0,4.242640687119285,19.577339158309076,125.57689450017332,44.75645034543346,190.0
"n0","n107","e268",1,1,,,,3.828871878989578,23072.0,0.0,2122.5542853940024,7968.594720136299,252237.7077397005,0.0,10.344080432788601,40.62150700772214,248.19961612336544,4207.557768177063,183.0
"n0","n108","e1353",1,1,,,,8.74333803117243,44488.0,0.0,3251.2965959385965,10611.248647406577,361992.4482059025,0.0,15.7797338380595,53.09886285899564,297.8627812061447,1930.5359764782863,326.0
"n0","n109","e271",1,1,,,,7.14013442018155,43215.0,0.0,2794.6064496335316,10224.142342142597,347419.6990680831,0.0,13.96424004376894,50.63628700448087,301.69610758898233,4257.641517324053,243.0
"n0","n110","e869",1,1,,,,33.824260196054816,20566.0,697.5,4615.797829156965,12960.449119125642,443129.42032314616,5.0,30.337718918639855,82.69472967486577,414.27408998621576,1127.942446460619,337.0
"n0","n111","e1498",1,1,,,,4.098033983778187,8925.0,120.0,1012.5588682733108,4022.0451548517412,132609.39375028163,1.0,7.557438524302,28.800273478915724,165.43807067412314,134.0643168656561,146.0
"n0","n112","e273",1,1,,,,44.02334185862557,3358.0,0.0,383.69388840584884,2028.2285192771083,85741.42244519194,0.0,2.8284271247461903,14.673661905172082,101.34829431160608,630.0816410231638,36.0
"n0","n113","e274",1,1,,,,38.880749579574655,50482.0,1079.5,7266.706762299483,19535.076621512464,1286537.3377652464,4.0,31.367864366808018,87.62992268702932,498.69679176868027,3728.9228176779397,302.0
"n0","n114","e278",1,1,,,,52.813600419605486,4550.0,120.0,1769.5310444689019,6365.015147589491,187308.1365275133,1.0,13.529964086141668,45.34563612070724,237.964313403649,660.3476491664674,65.0
"n0","n115","e279",1,1,,,,22.77367530098651,1.0,0.0,0.0,2402.078562142643,16811.036002188765,0.0,0.0,10.121842738588617,73.94513018371683,7551.364588661564,6.0
"n0","n116","e284",1,1,,,,42.82369960950314,22116.0,336.5,4570.318854703687,14423.524659897117,732726.9393726549,1.0,17.97056274847714,59.331640779458084,352.60379585879326,6387.590675985624,243.0
"n0","n117","e285",1,1,,,,15.493507659134572,180.0,0.0,1001.8054950937333,5200.779044137277,175892.91872339457,0.0,5.744562646538029,27.775510825760843,189.9021285181508,3696.3665551803083,263.0
"n0","n118","e289",1,1,,,,27.42736232414667,6063.0,0.0,1812.3938742876935,7033.351816437285,209956.5656868558,0.0,12.12435565298214,44.56867847037123,242.45516726630814,2052.1258963070027,113.0
"n0","n119","e753",1,1,,,,10.44899877191131,41485.0,120.0,2364.4900682931675,7999.48173408786,227436.206605964,1.0,18.146428199482248,56.479601901821056,282.99846572912804,118.67273091427835,660.0
"n0","n120","e6200",1,1,,,,6.397616893184365,7821.0,0.0,580.2757964968038,2980.029093755247,108139.84388888604,0.0,4.69041575982343,20.724198546495405,133.76381842305145,703.4600153371161,38.0
"n0","n121","e31102",1,1,,,,16.49630071898853,327.0,120.0,1612.972838184123,5949.056899502029,177022.99742066587,1.0,12.532562594670797,42.283839521242676,225.27143998852256,516.0305168574235,5.0
"n0","n122","e978",1,1,,,,5.91362666143844,25599.0,916.5,6447.42641125035,17135.268878771785,896164.473574559,6.0,40.336569426778794,103.81954582932381,606.0453214130898,1158.173422622256,332.0
"n0","n123","e22813",1,1,,,,7.630831247164818,930.0,120.0,1238.7527281158543,4769.228266529836,151115.4304477608,1.0,9.48528137423857,34.14137212490085,190.29279832239737,109.71481308969446,11.0
"n0","n124","e359",1,1,,,,3.9544793490165335,18709.0,0.0,259.32604959779883,2052.027363440151,72896.29425081449,0.0,1.4142135623730951,12.39213069244201,97.37605406180025,3747.994305867754,76.0
"n0","n125","e344",1,1,,,,6.204944275069782,6162.0,0.0,0.0,1049.1443714822574,9971.722692782065,0.0,0.0,5.65665282582291,55.64414991036062,4580.541913109087,32.0
"n0","n126","e360",1,1,,,,5.936998520625305,21380.0,0.0,0.0,3943.487258823436,27832.291630185948,0.0,0.0,13.453428919896805,106.58667754132259,11145.907594912245,81.0
"n0","n127","e361",1,1,,,,8.067923866671377,13771.0,0.0,705.7407455999689,3176.33934158808,117072.81236731762,0.0,5.5677643628300215,24.219786607112447,143.565894653678,2005.8213691869526,156.0
"n0","n128","e356",1,1,,,,21.873775249769324,31695.0,560.4166666666667,3992.4917040893633,12652.830291883161,489061.264076475,2.0,18.431676725154983,60.321600120765254,355.3890335627705,3961.5376667558985,123.0
"n0","n129","e336",1,1,,,,8.19291024546612,19495.0,0.0,366.742416417845,2545.150779176582,92055.57493539555,0.0,2.0,14.799690747736754,113.31537917862212,3658.723132000391,6.0
"n0","n130","e318",1,1,,,,47.62306782148269,29134.0,336.5,4570.318854703687,14423.524659897117,732726.9393726549,1.0,17.97056274847714,59.331640779458084,352.60379585879326,6406.820853343689,114.0
"n0","n131","e374",1,1,,,,37.03380530679309,5679.0,1079.5,7266.706762299483,19535.076621512464,1286537.3377652464,4.0,31.367864366808018,87.62992268702932,498.69679176868027,3742.5641761078646,12.0
"n0","n132","e389",1,1,,,,21.489771395955405,17295.0,0.0,0.0,1598.7436891573227,14079.062432470644,0.0,0.0,8.568080703126336,78.40232947062978,3995.090045511412,122.0
"n0","n133","e4256",1,1,,,,31.905102199306633,16615.0,0.0,1224.7155111834477,5326.714371567066,169700.99991027598,0.0,6.48074069840786,29.01320412509937,187.65196656924562,4208.394777653523,91.0
"n0","n134","e411",1,1,,,,7.793193169676775,58014.0,0.0,2661.4867007620637,10019.896921966496,394158.5672913311,0.0,14.422205101855956,52.71904918597265,324.7981612144843,4216.672444198802,265.0
"n0","n135","e15012",1,1,,,,4.5118789087016,3920.0,150.0,2705.05238639489,8931.244184032214,266980.4388793429,1.0,17.1245154965971,54.771288434070726,285.32219817060616,1945.8535021718546,28.0
"n0","n136","e2674",1,1,,,,6.522244772034892,19976.0,348.0,2812.6466370192643,9297.017962741056,268433.8867020745,2.0,18.492422502470642,58.86089282071957,300.3730221459567,1931.6578186819681,327.0
"n0","n137","e2215",1,1,,,,18.52313433167296,9324.0,0.0,966.6679022980609,4755.3187427838,158395.60044212404,0.0,5.0,24.75962250749942,167.4606809293484,3632.605183062167,30.0
"n0","n138","e1104",1,1,,,,3.768345388783663,16414.0,0.0,1818.5321690858264,6885.82140338365,201897.10521473465,0.0,12.68857754044952,45.36087746210448,242.24276488635212,1326.210875866697,203.0
"n0","n139","e624",1,1,,,,9.555507416389846,1556.0,125.0,1551.9076912187625,5731.244475088748,172317.8480638985,1.0,11.770329614269007,40.353751959745324,217.03381624470333,108.5754969142887,129.0
"n0","n140","e4051",1,1,,,,4.3834904018839715,1493.0,0.0,359.11001099941507,2139.690660738634,83476.97601322959,0.0,1.4142135623730951,9.460816555346566,71.2559996827515,6668.360937057585,47.0
"n0","n141","e443",1,1,,,,19.764343626012856,13.0,0.0,2222.287991387855,8502.698674996125,267314.7906988882,0.0,9.848857801796104,39.5117506152456,245.65658385344594,6014.983661344675,95.0
"n0","n142","e444",1,1,,,,14.513602516381106,197469.0,1079.5,7266.706762299483,19535.076621512464,1286537.3377652464,4.0,31.367864366808018,87.62992268702932,498.69679176868027,3779.829877936038,703.0
"n0","n143","e446",2,1,,,,19.39067589643467,70.0,0.0,0.0,1092.9632440351702,6756.8352492756,0.0,0.0,5.981424029720885,37.27403974238556,duplicatesAdam,deleted
