"Rowid_","ID","YEAR","FULL_ADDRE","CITY","STATE","COUNTRY","LATITUDE","LONGITUDE","Join_id","String","CHECK","AFFILIAT_0","AFFILIAT1","UPDATETAG","State","US_county_id","US_county_name","US_metro_id","US_metro_name","Other_metro","Europe_NUTS_3_rev"
5992,"WOS:000273629700047",2010,"Univ Fed Alfenas, Dept Ciencias Biomed, BR-37130000 Alfenas, MG, Brazil","Alfenas","MG","Brazil",-21.4253997803,-45.9501991272,,"Alfenas MG Brazil","old mapped address",1,1,0," "," "," "," "," "," "," "
6467,"WOS:000287694800013",2011,"Univ Hosp Miguel Servet, Servet, Saragoza, Spain","Servet","Saragoza","Spain",40.3960266113,-3.5506925583,"ES300","  Spain","old mapped address",0,0,0," "," "," "," "," "," ","ES300"
4477,"WOS:000259902300039",2008,"Univ Oxford, Wildlife Conservat Res Unit, Dept Zool, Tubney OX13 5QL, England","Tubney"," ","England",51.6895217896,-1.3724199533,"UKJ14","Tubney  England",1,0,0,1," "," "," "," "," "," ","UKJ14"
5920,"WOS:000308544200009",2012,"Univ So Denmark, Dept Biochem & Mol Biol, DK-5230 Odense, Region Syddanma, Denmark","Odense","Region Syddanma","Denmark",55.3816299438,10.3972101212,"DK031","Odense South Denmark Denmark","old manual",0,0,0," "," "," "," "," "," ","DK031"
4760,"WOS:000285153500055",2010,"Wildlife Inst India, Dehra Dun 248001, Uttar Pradesh, India","Dehra Dun","Uttar Pradesh","India",23.4060115814,79.4580917358,,"Dehra Dun Uttar Pradesh India",1,0,0,1," "," "," "," "," "," "," "
4662,"WOS:000277408800001",2010,"21st Century Oncol, Cape Coral, FL USA","Cape Coral","FL","United States",26.62981987,-81.9569396973,15980,"Cape Coral FL USA",1,1,1,1,"Florida",295758,"Lee County",15980,"Cape Coral-Fort Myers, FL Metro Area"," "," "
4958,"WOS:000304783000057",2012,"75 CEG CEVR, Hill AFB, UT 84056 USA","Hill AFB","UT","United States",41.1352386475,-111.983963013,36260,"Hill AFB UT USA",1,0,0,1,"Utah",1448020,"Davis County",36260,"Ogden-Clearfield, UT Metro Area"," "," "
6121,"WOS:000312153500021",2012,"Aalto Univ, Dept Civil & Struct Engn, FIN-00076 Espoo, Aalto, Finland","Espoo","Aalto","Finland",60.20677948,24.6557807922,"FI1B1","Espoo Southern Finland Finland","old mapped address",1,1,0," "," "," "," "," "," ","FI1B1"
6177,"WOS:000258433200007",2008,"Aarhus Univ Hosp, Hammel Neurorehabil & Res Ctr, Cognit Neurosci Res Unit, DK-8450 Hammel, Denmark","Hammel"," ","Denmark",56.2556686401,9.8616504669,"DK042","Hammel Middle Jutland Denmark","old mapped address",1,1,0," "," "," "," "," "," ","DK042"
4965,"WOS:000284196100001",2010,"Aarhus Univ, Humanistiske Fak, Inst Antropol Arkaeol & Lingvist, DK-8270 Hojbjerg, Denmark","Hojbjerg"," ","Denmark",56.1131896973,10.2088699341,"DK042","Hojbjerg  Denmark",1,1,1,1," "," "," "," "," "," ","DK042"
4974,"WOS:000265019900009",2009,"AAVSO, Hudson, NH 03051 USA","Hudson","NH","United States",42.7650604248,-71.4399032593,31700,"Hudson NH USA",1,1,1,1,"New Hampshire",873179,"Hillsborough County",31700,"Manchester-Nashua, NH Metro Area"," "," "
5235,"WOS:000325211900012",2013,"Abastumani Observ, Mt Kanobili, GA USA","Mt Kanobili","GA","United States",32.6483230591,-83.4445343018,31420,"Mt Kanobili GA USA",1,1,1,1,"Georgia",345456,"Twiggs County",31420,"Macon-Bibb County, GA Metro Area"," "," "
4755,"WOS:000275440200010",2010,"ABB Corp Res Ctr, Dattwil, Switzerland","Dattwil"," ","Switzerland",47.5958709717,8.7080402374,"CH040","Dattwil  Switzerland",1,1,1,1," "," "," "," "," "," ","CH040"
4468,"WOS:000308363900003",2012,"Aberystwyth Univ, Inst Biol Environm & Rural Sci, Penglais, Wales","Penglais"," ","Wales",52.420211792,-4.0601201057,"UKL14","Penglais  Wales",1,0,0,1," "," "," "," "," "," ","UKL14"
4444,"WOS:000316125700009",2013,"Aberystwyth Univ, Inst Geog & Earth Sci, Ceredigion 5Y23 3DB, Wales","Ceredigion"," ","Wales",52.2607879639,-4.1124911308,"UKL14","Ceredigion  Wales",1,1,1,1," "," "," "," "," "," ","UKL14"
5979,"WOS:000310447800009",2009,"ABN, Warri, Nigeria","Warri"," ","Nigeria",5.5448298454,5.7405099869,,"Warri Delta Nigeria","old manual",0,0,0," "," "," "," "," "," "," "
4817,"WOS:000305701900002",2012,"Acad Coll EmekYezreel, Dept Criminol, Emek, Turkey","Emek"," ","Turkey",38.5833015442,43.9832992554,"TRB21","Emek  Turkey",1,0,0,1," "," "," "," "," "," ","TRB21"
5120,"WOS:000307733800022",2012,"Acad Sci Czech Republic, Inst Anim Physiol & Genet, Libechov, Czech Republic","Libechov"," ","Czech Republic",50.4077987671,14.4469003677,"CZ020","Libechov  Czech Republic",1,1,1,1," "," "," "," "," "," ","CZ020"
6281,"WOS:000282769300001",2010,"Acad Sci Czech Republic, VVI, Inst Expt Bot, Lysolaje 16502, Czech Republic","Lysolaje"," ","Czech Republic",50.1259002686,14.3730201721,"CZ010","Lysolaje Prague Czech Republic","old mapped address",1,1,0," "," "," "," "," "," ","CZ010"
5633,"WOS:000265424600008",2009,"Acad Sinica, Inst Earth Sci, Taipei Nanking 11529, Taiwan","Taipei Nanking"," ","Taiwan",25.0361404419,121.504493713,"Taipei Taiwan","Taipei Nanking  Taiwan",1,1,1,1," "," "," "," "," ","Taipei, Taiwan"," "
6334,"WOS:000274244100029",2010,"Acad Sinica, Inst Phys, Nankang 115, Taiwan","Nankang"," ","Taiwan",25.0562000275,121.613182068,,"Nan Kang District  Taiwan","old mapped address",1,1,0," "," "," "," "," "," "," "
6126,"WOS:000327478400007",2013,"ACE Interface, Fayetteville, GA USA","Fayetteville","GA","USA",33.4486503601,-84.4545593262,12060,"Fayetteville GA United States","old mapped address",0,0,0,"Georgia",1687740,"Fayette County",12060,"Atlanta-Sandy Springs-Roswell, GA Metro Area"," "," "
5629,"WOS:000275380400008",2010,"Ademco, Syosset, NY USA","Syosset","NY","United States",40.8272018433,-73.4966430664,35620,"Syosset NY USA",1,0,0,1,"New York",974128,"Nassau County",35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area"," "," "
5299,"WOS:000281674600041",2010,"Adv Reprod Med & Gynecol Hawaii, Oahu, HI USA","Oahu","HI","United States",21.4833087921,-157.969329834,46520,"Oahu HI USA",1,1,1,1,"Hawaii",365281,"Honolulu County",46520,"Urban Honolulu, HI Metro Area"," "," "
4533,"WOS:000258514000001",2008,"Aerosp Testing Alliance, Arnold AFB, TN 37389 USA","Arnold AFB","TN","United States",35.8430023193,-86.3430480957,34980,"Arnold AFB TN USA",1,1,1,1,"Tennessee",1639787,"Rutherford County",34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area"," "," "
5698,"WOS:000325190600001",2013,"Aesculap AG, Tuttlingen, Germany","Tuttlingen"," ","Germany",47.9790992737,8.7939100266,"DE137","Tuttlingen  Germany",1,1,1,1," "," "," "," "," "," ","DE137"
5991,"WOS:000313542800009",2012,"Afyon Kocatepe Univ, Dept Math, Afyon, Turkey","Afyon"," ","Turkey",38.7579994202,30.5382804871,"TR332","Afyon Afyon Turkey","old mapped address",1,1,0," "," "," "," "," "," ","TR332"
5100,"WOS:000314621500019",2013,"Agence Biomed, Renal Epidemiol & Informat Network, La Plaine St Denis, France","La Plaine St Denis"," ","France",44.1672744751,0.6083800197,"FR614","La Plaine St Denis  France",1,0,0,1," "," "," "," "," "," ","FR614"
5228,"WOS:000286945000038",2011,"Agfa HealthCare NV, B-2640 Mortsel, Belgium","Mortsel"," ","Belgium",51.163898468,4.446969986,"BE211","Mortsel  Belgium",1,0,0,1," "," "," "," "," "," ","BE211"
4320,"WOS:000278356500002",2010,"Agr Bur, Rural Energy Sect, Haining City 314400, Zhejiang, Peoples R China","Haining City","Zhejiang","China",30.488898,120.652522,,"Haining City Zhejiang Peoples R China",0,1,1,1," "," "," "," "," "," "," "
4980,"WOS:000298848200011",2012,"Agr Univ Iceland, Hvanneyri, Borgarnes, Iceland","Hvanneyri","Borgarnes","Iceland",64.5645065308,-21.7622795105,"IS002","Hvanneyri Borgarnes Iceland",1,1,1,1," "," "," "," "," "," ","IS002"
5229,"WOS:000310746200607",2011,"AgRes Invermay, Mosgiel, New Zealand","Mosgiel"," ","New Zealand",-45.8786277771,170.351486206,,"Mosgiel  New Zealand",1,1,1,1," "," "," "," "," "," "," "
5712,"WOS:000264437000014",2009,"AgRes Wallaceville, Upper Hutt, New Zealand","Upper Hutt"," ","New Zealand",-41.1383018494,175.050003052,"Wellington New Zealand","Upper Hutt  New Zealand",1,1,1,1," "," "," "," "," ","Wellington New Zealand"," "
5449,"WOS:000267022300015",2009,"Air Force Res Lab IFEA, Rome, NY USA","Rome","NY","United States",43.2151603699,-75.4533615112,46540,"Rome NY USA",1,0,0,1,"New York",974131,"Oneida County",46540,"Utica-Rome, NY Metro Area"," "," "
4801,"WOS:000324621807839",2012,"Air Force Res Lab, Space & Missile Prop Div, Edwards Afb, CA 93524 USA","Edwards Afb","CA","United States",34.8898391724,-117.833190918,12540,"Edwards Afb CA USA",1,1,1,1,"California",2054176,"Kern County",12540,"Bakersfield, CA Metro Area"," "," "
5694,"WOS:000323325500009",2013,"AIT Austrian Inst Technol GmbH, Tulln, Austria","Tulln"," ","Austria",48.3306999207,16.0497493744,"AT126","Tulln  Austria",1,1,1,1," "," "," "," "," "," ","AT126"
5954,"WOS:000207840500002",2009,"Akad Pomorska, Katedra Bezpieczenstwa Narodowego, Slupsk, Poland","Slupsk"," ","Poland",54.46900177,17.0296001434,"PL636","Słupsk PM Poland","old manual",1,1,0," "," "," "," "," "," ","PL636"
4521,"WOS:000287568500010",2011,"Akdeniz Univ, Antalyia, Turkey","Antalyia"," ","Turkey",36.8789405823,30.7092609406,"TR611","Antalyia  Turkey",1,0,0,1," "," "," "," "," "," ","TR611"
5283,"WOS:000325085300007",2013,"Akershus Univ Hosp, Nordbyhagen, Norway","Nordbyhagen"," ","Norway",59.9330596924,10.984629631,"NO012","Nordbyhagen  Norway",1,1,1,1," "," "," "," "," "," ","NO012"
5165,"WOS:000291097600080",2011,"Alabama Aquat Biodivers Ctr, Marion, AL USA","Marion","AL","United States",32.6346282959,-87.3191299438,161579,"Marion AL USA",1,1,1,1,"Alabama",161579,"Perry County"," "," "," "," "
4964,"WOS:000265019900009",2009,"Alan Guth Observ, CBA Flanders, Hofstade, Aalst, Belgium","Hofstade","Aalst","Belgium",50.9604415894,4.0346999168,"BE231","Hofstade Aalst Belgium",1,1,1,1," "," "," "," "," "," ","BE231"
4793,"WOS:000276476400008",2010,"Alaska Vet Pathol Serv, Eagle River, AK USA","Eagle River","AK","United States",61.3213996887,-149.567993164,11260,"Eagle River AK USA",1,0,0,1,"Alaska",1416061,"Anchorage Municipality",11260,"Anchorage, AK Metro Area"," "," "
5151,"WOS:000254237100570",2008,"Albert Einstein Coll Med, Mahopai, NY USA","Mahopai","NY","United States",41.3672409058,-73.7402801514,35620,"Mahopai NY USA",1,0,0,1,"New York",974138,"Putnam County",35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area"," "," "
6415,"WOS:000299107101565",2011,"Alcon Res Ltd, Puurs, Belgium","Puurs"," ","Belgium",51.0787010193,4.2817401886,"BE212","Puurs Flemish Region Belgium","old mapped address",1,1,0," "," "," "," "," "," ","BE212"
4745,"WOS:000258426400001",2008,"Allegany Allergy & Asthma, Cumberland, MD USA","Cumberland","MD","United States",39.6517715454,-78.7633285522,19060,"Cumberland MD USA",1,0,0,1,"Maryland",1713506,"Allegany County",19060,"Cumberland, MD-WV Metro Area"," "," "
6550,"WOS:000299105001227",2011,"Alliance Hematol Oncol, Westminister, MD USA","Westminister","MD","USA",39.6473007202,-75.9685974121,37980,"Westminister MD United States","old mapped address",1,1,0,"Maryland",596115,"Cecil County",37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area"," "," "
5065,"WOS:000318830300006",2013,"Alpen Adria Univ Klagenfurt, Fak Interdisziplinaere Forsch & Fortbildung, Klagenfurt, Austria","Klagenfurt"," ","Austria",46.6403007507,14.3034000397,"AT211","Klagenfurt  Austria",1,0,0,1," "," "," "," "," "," ","AT211"
5518,"WOS:000280669200005",2010,"Altran BV, NL-1117 BM Schiphol, Netherlands","Schiphol"," ","Netherlands",52.3065109253,4.7539401054,"NL326","Schiphol  Netherlands",1,1,1,1," "," "," "," "," "," ","NL326"
4506,"WOS:000326668000026",2013,"Ambry Genet, Also Viejo, CA USA","Also Viejo","CA","United States",33.5673484802,-117.727790833,31080,"Also Viejo CA USA",1,1,1,1,"California",277294,"Orange County",31080,"Los Angeles-Long Beach-Anaheim, CA Metro Area"," "," "
5381,"WOS:000326768700001",2013,"Amer Bird Conservancy, Plains, VA USA","Plains","VA","United States",38.8621482849,-77.772857666,47900,"Plains VA USA",1,0,0,1,"Virginia",1480120,"Fauquier County",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area"," "," "
5168,"WOS:000272379300012",2009,"Amer Camp Assoc, Martinsville, IN USA","Martinsville","IN","United States",36.6899604797,-79.868812561,32300,"Martinsville IN  USA",1,0,0,1,"Virginia",1789072,"Martinsville city",32300,"Martinsville, VA Micro Area"," "," "
5724,"WOS:000314055300004",2013,"Amer Ctr Life Cycle Assessment, Inst Environm Res & Educ, Vashon, WA 98070 USA","Vashon","WA","United States",47.4488601685,-122.457252502,42660,"Vashon WA USA",1,1,1,1,"Washington",1531933,"King County",42660,"Seattle-Tacoma-Bellevue, WA Metro Area"," "," "
4371,"WOS:000313527300019",2013,"Amer Samoa Govt, Dept Hlth, Pago Pago, Somalia","Pago Pago"," ","Somalia",-14.2688999176,-170.682662964,1805240,"Pago Pago  Somalia",0,1,1,1,"American Samoa",1805240,"Eastern District"," "," "," "," "
5236,"WOS:000326747400016",2013,"Amer Soc Transplantat, Mt Laurel, NJ USA","Mt Laurel","NJ","United States",39.9389305115,-74.8858795166,37980,"Mt Laurel NJ USA",1,0,0,1,"New Jersey",882272,"Burlington County",37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area"," "," "
4583,"WOS:000312888204525",2012,"Amer Univ Beirut, Beirtut, Lebanon","Beirtut"," ","Lebanon",33.896068573,35.506778717,,"Beirtut  Lebanon",1,1,1,1," "," "," "," "," "," "," "
5269,"WOS:000316549300007",2013,"Amer Univ Cairo, Dept Math & Actuarial Sci, New Cairo 11835, Egypt","New Cairo"," ","Egypt",30.0300006866,31.4699993134,,"New Cairo  Egypt",1,1,1,1," "," "," "," "," "," "," "
6491,"WOS:000267654900025",2009,"American Univ, Caribbean Sch Med, St Maarten, Neth Antilles","St Maarten"," ","Neth Antilles",27.7108211517,-80.4139022827,42680,"Antilles FL United States","old mapped address",1,1,0,"Florida",307624,"Indian River County",42680,"Sebastian-Vero Beach, FL Metro Area"," "," "
5956,"WOS:000283115900495",2010,"Amgen Inc, So San Francisco, CA USA","So San Francisco","CA","USA",38.632019043,-121.359260559,40900,"Sacramento CA United States","old manual",1,1,0,"California",277298,"Sacramento County",40900,"Sacramento--Roseville--Arden-Arcade, CA Metro Area"," "," "
4510,"WOS:000325587300036",2013,"AMRIT Univ, Dept Mech Engn, Amritapuri Po, Kerala, India","Amritapuri Po","Kerala","India",10.4503688812,76.4088058472,,"Amritapuri Po Kerala India",1,1,1,1," "," "," "," "," "," "," "
4805,"WOS:000265504600107",2009,"Amrita Sch Pharm, Elamakkara 682026, Kochi, India","Elamakkara","Kochi","India",10.0238199234,76.292427063,,"Elamakkara Kochi India",1,1,1,1," "," "," "," "," "," "," "
5425,"WOS:000325707100002",2013,"AMSRD AMR PS AM, Redstone Arsenal, AL 35898 USA","Redstone Arsenal","AL","United States",34.6299247742,-86.6526184082,26620,"Redstone Arsenal AL USA",1,1,1,1,"Alabama",161570,"Madison County",26620,"Huntsville, AL Metro Area"," "," "
5740,"WOS:000326681400001",2013,"Andhra Med Coll, Dept Gastroenterol, Visakhapatnam, Andhra Pradesh, India","Visakhapatnam","Andhra Pradesh","India",16.5929889679,79.5716705322,,"Visakhapatnam Andhra Pradesh India",1,1,1,1," "," "," "," "," "," "," "
4515,"WOS:000252966100007",2008,"Andong Natl Univ, Sch Mech Engn, Andong 760749, Kyungbuk, South Korea","Andong","Kyungbuk","South Korea",36.097240448,127.512702942,,"Andong Kyungbuk South Korea",1,1,1,1," "," "," "," "," "," "," "
6283,"WOS:000278360000001",2010,"Anhui Univ Technol, Dept Elect & Informat Engn, Maanshan 243002, Peoples R China","Maanshan"," ","Peoples R China",31.7340106964,118.482200623,,"Ma'anshan Anhui China","old mapped address",1,1,0," "," "," "," "," "," "," "
6282,"WOS:000281421500012",2010,"Anhui Univ Technol, Sch Elect & Informat, Maanshan 243002, Anhui, Peoples R China","Maanshan","Anhui","Peoples R China",31.7340106964,118.482200623,,"Ma'anshan Anhui China","old mapped address",1,1,0," "," "," "," "," "," "," "
5739,"WOS:000256143200002",2008,"Apatite Zircon Inc, Viola, ID 83872 USA","Viola","ID","United States",46.8382911682,-117.027656555,34140,"Viola ID USA",1,1,1,1,"Idaho",395613,"Latah County",34140,"Moscow, ID Micro Area"," "," "
4936,"WOS:000280601500002",2010,"API Healthcare, Hartford, WI USA","Hartford","WI","United States",43.3194007874,-88.3788909912,33340,"Hartford WI USA",1,1,1,1,"Wisconsin",1581125,"Washington County",33340,"Milwaukee-Waukesha-West Allis, WI Metro Area"," "," "
6287,"WOS:000269088600014",2009,"Aravind Eye Hosp, Madurai, Tamil Nadu, India","Madurai","Tamil Nadu","India",9.9241695404,78.1241607666,,"Madurai Tamil Nadu India","old mapped address",0,0,0," "," "," "," "," "," "," "
6186,"WOS:000253277600008",2008,"ARCADIS, Highlands Ranch, CO USA","Highlands Ranch","CO","USA",39.5437393188,-104.946342468,19740,"Highlands Ranch CO United States","old mapped address",1,1,0,"Colorado",198133,"Douglas County",19740,"Denver-Aurora-Lakewood, CO Metro Area"," "," "
4528,"WOS:000273579400012",2010,"Archuleta Sch Dist 50JT, Archuleta, CO USA","Archuleta","CO","United States",38.1525001526,-106.619598389,198170,"Archuleta CO USA",1,0,0,1,"Colorado",198170,"Saguache County"," "," "," "," "
5250,"WOS:000294240700017",2011,"ARIES, Naini Tal 263129, Uttaranchal, India","Naini Tal","Uttaranchal","India",29.3917007446,79.4532012939,,"Naini Tal Uttaranchal India",1,1,1,1," "," "," "," "," "," "," "
5656,"WOS:000281693100005",2010,"Aristotelian Univ, Dept Neurol, Tessalonica, Greece","Tessalonica"," ","Greece",40.648399353,22.935300827,"EL522","Tessalonica  Greece",1,0,0,1," "," "," "," "," "," ","EL522"
5090,"WOS:000326768700001",2013,"Arizona State Univ, Coll Lake Havasu, Life Sci Fac Ecol, Lake Havasu City, AZ USA","Lake Havasu City","AZ","United States",34.47397995,-114.345863342,29420,"Lake Havasu City AZ USA",1,0,0,1,"Arizona",25445,"Mohave County",29420,"Lake Havasu City-Kingman, AZ Metro Area"," "," "
5906,"WOS:000330518100018",2013,"Arizona State Univ, Coll Nursing & Hlth Innovat, Melrose Pk, IL 60160 USA","Melrose Pk","IL","USA",40.1287918091,-88.2220535278,16580,"Urbana IL United States","old manual",1,1,0,"Illinois",424211,"Champaign County",16580,"Champaign-Urbana, IL Metro Area"," "," "
4865,"WOS:000310999200010",2012,"Arizona State Univ, Dept Elect Engn, Fulton, AZ USA","Fulton","AZ","United States",33.3881645203,-111.731636047,38060,"Fulton AZ USA",1,1,1,1,"Arizona",37026,"Maricopa County",38060,"Phoenix-Mesa-Scottsdale, AZ Metro Area"," "," "
5653,"WOS:000286095100014",2010,"Arizona State Univ, Dept Math & Stat, Temp, AZ 85287 USA","Temp","AZ","United States",33.4255104065,-111.937423706,38060,"Temp AZ USA",1,1,1,1,"Arizona",37026,"Maricopa County",38060,"Phoenix-Mesa-Scottsdale, AZ Metro Area"," "," "
5191,"WOS:000302403200008",2012,"Arizona State Univ, Dept Psychol, Metro Phoenix, AZ USA","Metro Phoenix","AZ","United States",33.4482498169,-112.075798035,38060,"Metro Phoenix AZ USA",1,1,1,1,"Arizona",37026,"Maricopa County",38060,"Phoenix-Mesa-Scottsdale, AZ Metro Area"," "," "
4992,"WOS:000285863300020",2010,"Arizona State Univ, Sandra Day OConnor Coll Law, Interlaken, NY 14847 USA","Interlaken","NY","United States",42.6190490723,-76.7248916626,42900,"Interlaken NY USA",1,1,1,1,"New York",974147,"Seneca County",42900,"Seneca Falls, NY Micro Area"," "," "
4530,"WOS:000208863600335",2012,"Arizona State Univ, Sch Earth & Space Explorat, Arizona, AZ USA","Arizona","AZ","United States",32.2318115234,-110.955131531,46060,"Arizona AZ USA",1,1,1,1,"Arizona",25446,"Pima County",46060,"Tucson, AZ Metro Area"," "," "
4814,"WOS:000253979200008",2008,"Arnot Med Serv, Elmira, NY USA","Elmira","NY","United States",42.0904083252,-76.7988128662,21300,"Elmira NY USA",1,1,1,1,"New York",974106,"Chemung County",21300,"Elmira, NY Metro Area"," "," "
5781,"WOS:000317540600024",2013,"Arthrit & Rheumatism Associates, Ctr Rheumatol & Bone Res, Wheaton, MA USA","Wheaton","MA","United States",42.3690185547,-71.2987670898,14460,"Wheaton MA USA",1,0,0,1,"Massachusetts",606935,"Middlesex County",14460,"Boston-Cambridge-Newton, MA-NH Metro Area"," "," "
5346,"WOS:000309258300003",2012,"Asia Pacific Comprehens Stroke Inst, Pahoa, HI USA","Pahoa","HI","United States",19.4946899414,-154.948104858,25900,"Pahoa HI USA",1,0,0,1,"Hawaii",365280,"Hawaii County",25900,"Hilo, HI Micro Area"," "," "
6072,"WOS:000287318800006",2011,"Asia Pacific Fuel Cell Technol, Chunan, Taiwan","Chunan"," ","Taiwan",24.6943683624,120.924156189,,"Chunan  Taiwan","old mapped address",1,1,0," "," "," "," "," "," "," "
5158,"WOS:000284050100003",2009,"Asian Dev Bank, Mandaluyong, Mexico","Mandaluyong"," ","Mexico",23.9090938568,-102.633399963,,"Mandaluyong  Mexico",1,0,0,1," "," "," "," "," "," "," "
5066,"WOS:000291128900005",2010,"Asian Inst Technol, Klongluang, Thailand","Klongluang"," ","Thailand",14.4845819473,100.851913452,,"Klongluang  Thailand",1,1,1,1," "," "," "," "," "," "," "
5650,"WOS:000315659100012",2013,"ASM Affiliates Inc, Tehachapi, CA USA","Tehachapi","CA","United States",35.1322402954,-118.449111939,12540,"Tehachapi CA USA",1,1,1,1,"California",2054176,"Kern County",12540,"Bakersfield, CA Metro Area"," "," "
5984,"WOS:000314099800007",2013,"Assaf Harofeh Med Ctr, IL-70300 Zerifin, Israel","Zerifin"," ","Israel",31.9573001862,34.8484992981,," Central Israel","old manual",1,1,0," "," "," "," "," "," "," "
4876,"WOS:000287963800008",2011,"AstraZeneca Oncol, Garret Pk, MD USA","Garret Pk","MD","United States",38.8033294678,-76.5189819336,12580,"Garret Pk MD USA",1,0,0,1,"Maryland",1710958,"Anne Arundel County",12580,"Baltimore-Columbia-Towson, MD Metro Area"," "," "
6311,"WOS:000302916600014",2012,"AT&T Labs Res, Video & Multimedia Dept, Middletown, NJ 07748 USA","Middletown","NJ","USA",40.3937492371,-74.1033096313,35620,"Middletown NJ United States","old mapped address",1,1,0,"New Jersey",882910,"Monmouth County",35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area"," "," "
5379,"WOS:000264036900008",2009,"Atmospher Res, Pittsford, VT 05763 USA","Pittsford","VT","United States",43.7059516907,-73.0266036987,40860,"Pittsford VT USA",1,1,1,1,"Vermont",1461767,"Rutland County",40860,"Rutland, VT Micro Area"," "," "
6045,"WOS:000255500900006",2008,"Austral Univ, Dept Cardiac Surg, Buenos Aires, Pilar, Argentina","Buenos Aires","Pilar","Argentina",-37.0719642639,-64.8545074463,,"  Argentina","old mapped address",1,1,0," "," "," "," "," "," "," "
4725,"WOS:000294773000007",2011,"Australian Astron Observ, Coonabarabran, NSW 1710, Australia","Coonabarabran","NSW","Australia",-31.2739601135,149.277450561,,"Coonabarabran NSW Australia",1,1,1,1," "," "," "," "," "," "," "
4569,"WOS:000288616400012",2011,"Australian Catholic Univ, Sch Exercise Sci, Banyo, Qld 4014, Australia","Banyo","Qld","Australia",-25.5852413177,134.504119873,,"Banyo Qld Australia",1,1,1,1," "," "," "," "," "," "," "
6050,"WOS:000282988900003",2010,"Australian Council Educ Res, Camberwell, Vic, Australia","Camberwell","Vic","Australia",-37.8363113403,145.062530518,"Melbourne VIC Australia","Camberwell VIC Australia","old mapped address",0,0,0," "," "," "," "," ","Melbourne VIC Australia"," "
5340,"WOS:000263416700017",2009,"Avant Immunotherapeut Inc, Overland, MO 63114 USA","Overland","MO","United States",38.6998786926,-90.3582687378,41180,"Overland MO USA",1,1,1,1,"Missouri",758549,"St. Louis County",41180,"St. Louis, MO-IL Metro Area"," "," "
5820,"WOS:000300076400012",2012,"AVID LLC, Yorktown, VA 23692 USA","Yorktown","VA","United States",37.2352714539,-76.5121231079,47260,"Yorktown VA USA",1,1,1,1,"Virginia",1480182,"York County",47260,"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area"," "," "
6499,"WOS:000278415100008",2010,"Avon Prod Inc, Suffern, NY USA","Suffern","NY","USA",41.1148414612,-74.1495513916,35620,"Suffern NY United States","old mapped address",1,1,0,"New York",974142,"Rockland County",35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area"," "," "
6269,"WOS:000308750400003",2012,"Awg Pathol, Lincoln, CA USA","Lincoln","CA","USA",38.8911590576,-121.292808533,40900,"Lincoln CA United States","old mapped address",1,1,0,"California",277295,"Placer County",40900,"Sacramento--Roseville--Arden-Arcade, CA Metro Area"," "," "
4641,"WOS:000263351400005",2009,"Axdev Grp Inc, Brossard, PQ, Canada","Brossard","PQ","Canada",45.4557189941,-73.4669036865,"Montreal QC Canada","Brossard PQ Canada",1,1,1,1," "," "," "," "," ","Montreal QC Canada"," "
4479,"WOS:000265019900009",2009,"BAA VSS, W Challow OX12 9TX, Wantage, England","W Challow","Wantage","England",51.5927391052,-1.4704899788,"UKJ14","W Challow Wantage England",1,1,1,1," "," "," "," "," "," ","UKJ14"
4847,"WOS:000260475000008",2008,"Baker Coll Flint, Flushing, MI 48433 USA","Flushing","MI","United States",43.0630187988,-83.8517074585,22420,"Flushing MI USA",1,1,1,1,"Michigan",1622967,"Genesee County",22420,"Flint, MI Metro Area"," "," "
4714,"WOS:000264856800006",2009,"Baker Coll, Clinton Twp, MI 48035 USA","Clinton Twp","MI","United States",42.6005401611,-82.9335479736,19820,"Clinton Twp MI USA",1,1,1,1,"Michigan",1622992,"Macomb County",19820,"Detroit-Warren-Dearborn, MI Metro Area"," "," "
5341,"WOS:000292485100043",2011,"Baker Coll, Owosso, MI USA","Owosso","MI","United States",42.9975814819,-84.1762466431,37020,"Owosso MI USA",1,0,0,1,"Michigan",1623018,"Shiawassee County",37020,"Owosso, MI Micro Area"," "," "
5327,"WOS:000304094400016",2012,"BalBrenner Law Firm, Oriental, NC 28571 USA","Oriental","NC","United States",35.0255317688,-76.6987609863,35100,"Oriental NC USA",1,1,1,1,"North Carolina",1023355,"Pamlico County",35100,"New Bern, NC Metro Area"," "," "
6029,"WOS:000276672800003",2009,"Baldwin Wallace Coll, Berea, OH USA","Berea","OH","USA",41.3650588989,-81.8525695801,17460,"Berea OH United States","old mapped address",1,1,0,"Ohio",1074030,"Cuyahoga County",17460,"Cleveland-Elyria, OH Metro Area"," "," "
